,GSE57577,GSE77003
2810029C07RIK,0.16629802296388618,0.15641625309294604
2810403A07RIK,0.14951364890520402,0.294597096749162
2810408A11RIK,0.05841828517890146,-0.32639419764179856
2810408I11RIK,0.10797216143549582,0.04642004845524861
2810408M09RIK,-0.13811115045788913,0.332156575675965
2810410L24RIK,0.08667433271644709,0.09941035257786024
2810417H13RIK,-0.24064040764277816,1.3487106276101186
2810428I15RIK,0.17276706908610873,-0.3386564417788911
2810429I04RIK,0.3949579726384145,0.41675179627726955
2810459M11RIK,-0.21693009220441117,0.029303721989060505
2810468N07RIK,0.1411299576724292,-0.05319173138861055
2810474O19RIK,0.10830213992684357,-0.1919719752048472
2900011O08RIK,0.3321771828601179,0.1251044089990101
2900026A02RIK,0.6805179698031929,0.17532835997164575
2900041M22RIK,1.4666545979355026,0.3290974323097213
2900076A07RIK,-0.35507558160477415,0.33729666268882097
2900097C17RIK,-0.33985025172770644,-0.01845522123268406
3010026O09RIK,0.3797785570813632,-0.2391570205946354
3110001I22RIK,-0.6452106384888907,0.14766813052178795
3110002H16RIK,-0.38271973894459954,0.21071578523789647
3110009E18RIK,0.5280542127822163,0.6032838709614832
3110040N11RIK,-0.056344172711349394,-0.2721205286463535
3110043O21RIK,-0.3082401336254539,-0.26452757780861624
3110052M02RIK,-0.09145090703393477,0.36091949606290197
3110056K07RIK,0.08899646944118311,-0.018901628485063604
3110057O12RIK,-0.19228113220335175,0.06850186139906222
3110062M04RIK,0.04493705259113501,-0.07254863299057712
3110082I17RIK,0.3996258788649829,0.0941035009167992
3110082J24RIK,0.0,0.6768013677862328
3300002I08RIK,0.08516078515223646,0.6309917899835147
3632451O06RIK,-0.2088436030136207,-0.5788266066186267
3830406C13RIK,-0.17252788673310038,-0.11187534228568485
3830417A13RIK,-1.3100664713303907,-0.25606071548687614
4632415L05RIK,-0.21257420954680484,-0.20520084879290956
4632428N05RIK,0.04600002278115767,-0.08712892271143668
4732471J01RIK,0.7216933199612043,0.04498099047558202
4833417C18RIK,0.47306982426880717,-0.08007043622451349
4833420G17RIK,-0.03423545433061648,0.07347011570264694
4833427G06RIK,0.0330690639302688,0.4299261251312244
4833439L19RIK,-0.13100902267396553,-0.06004503492373825
4921524J17RIK,-0.3447533245012613,-0.46244173241415343
4921536K21RIK,0.35042897224455416,-0.0505903254858735
4930402H24RIK,0.030953216779300075,0.09542124776618754
4930404N11RIK,0.06467512416293042,0.555694295779166
4930427A07RIK,0.3241980057761018,-0.22454393438067477
4930429B21RIK,-0.4242868933085788,-0.12553088208385899
4930430F08RIK,-0.42184777129449014,-0.15389828885702217
4930432K21RIK,0.11162055350196054,0.07844360396451533
4930444M15RIK,0.11019882238876644,0.21034067639729925
4930447C04RIK,-0.29836127076851593,0.6406726908803981
4930452B06RIK,0.38891246771341814,-0.4069667620965891
4930453N24RIK,-0.434432430207476,-0.14672808653748604
4930461G14RIK,0.682014790322603,-0.8154419139820099
4930473A02RIK,-0.18921692445204633,-0.02246703719074583
4930481A15RIK,0.028618438148435343,0.22137314351057702
4930483K19RIK,0.4102340525155835,-0.3492007249901117
4930500J02RIK,0.27239605452597626,0.8601201852406763
4930502E18RIK,-2.010190551904206,-0.07450848324127368
4930503L19RIK,-0.27197569329834836,0.10128029599579902
4930506C21RIK,-0.24380088373634012,0.5162222331243327
4930506M07RIK,-0.3866130406683357,-0.8270957614826678
4930512B01RIK,0.0,0.06164578001479715
4930513N10RIK,-0.11915193938447532,-0.3360384966355836
4930515G01RIK,0.04777107175292047,0.4379183442902317
4930519F16RIK,-0.6627292238134195,-0.15992741276871403
4930520O04RIK,0.3140025119596058,0.09088197472808235
4930524B15RIK,-0.5718007434670069,0.1473989320483251
4930526L06RIK,0.3727053022258624,0.6007941988958576
4930539E08RIK,0.39003374018966563,0.1473647722662108
