dataset,endpoint,n,total_probes,screened_top,textbook_anchor,anchor_auroc,combined,delta,novel_delta,novel_vs_random_p,n_fdr_q05
TCGA-BRCA_HM450_genomewide,ER_status,829,485577,5000,ESR1_methylation,0.652,0.904,0.252,0.277,0.091,4837
